Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
LIFE,Common Stock,aTyr Pharma Inc,"aTyr Pharma, Inc., a clinical-stage biotherapeutics company, is dedicated to the discovery and development of drugs based on new immune pathways in the United States. The company is headquartered in San Diego, California.",1339970,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","3545 JOHN HOPKINS COURT, STE #250, SAN DIEGO, CA, US",December,6/30/23,90703000,-47458000,None,0,1.862,0,0,-1.2,0.268,0,-4.601,-0.261,-0.468,10386000,-32422000,-1.2,0,13.26,23.2,-,-,37.76,0.831,12.47,0.101,1.26,3.07,1.53,1.824,2.083,57046000,7/1/19,None
QMCO,Common Stock,Quantum Corporation,"Quantum Corporation offers products for storing and managing digital video and unstructured data in the Americas, Europe, the Middle East, Africa, and Asia Pacific. The company is headquartered in San Jose, California.",709283,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"224 AIRPORT PARKWAY, SUITE 550, SAN JOSE, CA, US",March,6/30/23,59876000,-12383000,None,None,-1.004,0,0,-0.41,4.388,-0.094,-0.0554,-0.0653,0,407465000,133939000,-0.41,0,-0.054,1.1,-,13.76,0.311,-,0.5,-10.24,2.534,2,0.58,0.915,1.114,95041000,4/19/17,None
TWNK,Common Stock,Hostess Brands Inc,"Hostess Brands, Inc., a packaged food company, develops, manufactures, markets, sells and distributes snack food products in the United States. The company is headquartered in Lenexa, Kansas.",1644406,NASDAQ,USD,USA,MANUFACTURING,BAKERY PRODUCTS,"1 EAST ARMOUR BOULEVARD, KANSAS CITY, MO, US",December,6/30/23,4425633000,292909000,26.65,1.373,13.94,0,0,1.25,10.3,0.123,0.171,0.0418,0.0941,1383447000,465679000,1.25,0.091,0.035,33.81,26.65,20.75,2.356,1.785,3.1,13.2,0.611,33.74,21.59,27.31,25.18,132862000,None,None
UAL,Common Stock,United Airlines Holdings Inc,"United Airlines Holdings, Inc. (formerly known as United Continental Holdings, Inc., UAL Corporation, Allegis Corporation and founded originally as UAL, Inc.) is a publicly traded airline holding company headquartered in the Willis Tower in Chicago. UAH owns and operates United Airlines, Inc.",100517,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED","ROBERT S. RIVKIN - WHQLD, 233 SOUTH WACKER DRIVE, CHICAGO, IL, US",December,6/30/23,13873553000,7719000000,5.18,1.058,23.49,0,0,8.17,155.47,0.0524,0.105,0.0463,0.457,50884002000,13186000000,8.17,2.24,0.171,70.2,5.18,6.8,0.309,2.677,0.77,48.45,1.416,58.23,31.58,49.38,47.93,327980000,1/23/08,1/7/08
TRIN,Common Stock,Trinity Capital Inc,"Trinity Capital Inc. is a venture capital firm specializing in venture debt for growth-stage companies seeking equipment loans and / or financing. The company is headquartered in Chandler, Arizona.",1786108,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,NONE,December,6/30/23,599087000,53911000,18.79,5.26,13.15,1.86,0.141,0.76,4.676,0.177,0.748,0.0669,0.0612,162979000,138836000,0.76,2.446,0.37,15.56,18.79,5.01,3.141,0.753,6.11,-,0.702,14.79,8.64,14.39,12.88,41952900,7/14/23,6/29/23
MAQC,Common Stock,Maquia Capital Acquisition Corp,"Maquia Capital Acquisition Corporation focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The company is headquartered in Miami, Florida.",1844419,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"MAQUIA CAPITAL ACQUISITION CORPORATION, 50 BISCAYNE BOULEVARD, SUITE 2406, MIAMI, FL, US",December,6/30/23,71938000,None,89.62,None,-1.405,0,0,0.13,0,0,0,-0.0074,0,0,0,0.13,-0.737,0,None,89.62,-,-,0.519,-,-107.89,0.028,13.06,10.31,11.2,10.78,3803200,None,None
PMD,Common Stock,Psychemedics Corporation,"Psychemedics Corporation provides testing services for the detection of drugs of abuse through the analysis of hair samples in the United States, Brazil and internationally. The company is headquartered in Acton, Massachusetts.",806517,NASDAQ,USD,USA,LIFE SCIENCES,SERVICES-MEDICAL LABORATORIES,"125 NAGOG PARK, ACTON, MA, US",December,6/30/23,21075900,-1749000,None,0,1.589,0.28,0.0747,-0.33,4.161,-0.0802,-0.147,-0.118,-0.18,23615000,9291000,-0.33,-0.302,-0.15,32,-,-,1.067,2.427,1.113,16.8,0.63,6.57,3.51,4.465,5.03,5742800,6/8/23,5/24/23
SFE,Common Stock,Safeguard Scientifics Inc. Common Stock,"Safeguard Scientifics, Inc. no longer invests. ",86115,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,"INVESTORS, NEC","170 NORTH RADNOR-CHESTER ROAD, SUITE 200, RADNOR, PA, US",December,6/30/23,16686300,-7358000,None,0,1.746,0,0.18,-0.89,0,0,0,-0.0773,-0.399,0,0,-0.89,0,0,16,-,-,-,1.229,-,-5.89,0.914,3.89,0.98,1.258,2.029,16521100,12/30/19,12/20/19
TARS,Common Stock,Tarsus Pharmaceuticals Inc,"Tarsus Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of new therapeutic candidates for ophthalmic conditions. The company is headquartered in Irvine, California.",1819790,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)","15440 LAGUNA CANYON ROAD, IRVINE, CA, US",December,6/30/23,543391000,-95262000,None,None,5.49,0,0,-3.25,0.467,0,-7.66,-0.271,-0.493,12500000,-17763000,-3.25,0,3.638,45.57,-,-,24.75,2.038,12.78,-3.446,0.695,25.25,11.33,18.22,16.02,32616500,None,None
PTWO,Common Stock,Pono Capital Two Inc,"Pono Capital Two, Inc. is focused on effecting a merger, stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more companies. The company is headquartered in Honolulu, Hawaii.",1930313,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"4348 WAIALAE AVE., #632, HONOLULU, HI, US",None,6/30/23,58245000,None,None,None,-0.948,0,0,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,11.56,9.99,10.41,10.32,5489600,None,None
PXLW,Common Stock,Pixelworks Inc,"Pixelworks, Inc. develops and markets software and semiconductor solutions. The company is headquartered in San Jose, California.",1040161,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"226 AIRPORT PARKWAY, SUITE 595, SAN JOSE, CA, US",December,6/30/23,63523000,-21457000,None,1.64,0.385,0,0,-0.4,1.051,-0.377,-0.424,-0.153,-0.317,58011000,35881000,-0.4,0,-0.287,3,-,-,1.139,2.326,0.353,-2.09,1.843,2.32,1.1,1.365,1.591,56215000,None,None
NTNX,Common Stock,Nutanix Inc,"Nutanix, Inc. develops and provides an enterprise cloud platform in North America, Europe, Asia Pacific, the Middle East, Latin America, and Africa. The company is headquartered in San Jose, California.",1618732,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1740 TECHNOLOGY DRIVE, SUITE 150, SAN JOSE, CA, US",July,7/31/23,8362529000,-140402000,None,0.6,-2.952,0,0,-1.09,7.99,-0.137,-0.111,-0.0529,0,1862895000,1530938000,-1.09,0,0.282,43.15,-,666.67,4.354,-,4.719,-24.91,1.297,36.85,19.96,31.94,28.36,239614000,None,None
SPFI,Common Stock,South Plains Financial Inc,"South Plains Financial, Inc. is a bank holding company for City Bank providing commercial and consumer financial services to small and medium-sized businesses and individuals. The company is headquartered in Lubbock, Texas.",1163668,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"5219 CITY BANK PARKWAY, LUBBOCK, TX, US",December,6/30/23,460053000,None,7.16,None,23.13,0.5,0.0188,3.8,13.11,0.299,0.377,0.0165,0.177,224151000,217240000,3.8,0.943,0.333,29.38,7.16,-,2.121,1.441,-,-,0.612,31.45,18.66,25.32,25.2,16913700,8/14/23,7/28/23
RLMD,Common Stock,Relmada Therapeutics Inc,"Relmada Therapeutics, Inc., a clinical-stage biotechnology company, focuses on the development of drugs to treat central nervous system (CNS) diseases and other disorders in the United States. The company is headquartered in New York, New York.",1553643,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"546 FIFTH AVENUE, 14TH FLOOR, NEW YORK, NY, US",December,6/30/23,88492000,-161247824,None,None,3.699,0,0,-4.36,0,0,0,-0.487,-0.837,0,0,-4.36,0,0,10.38,-,-,-,0.574,-,0.566,0.0778,37.3,1.81,3.03,3.071,30099200,9/30/19,None
NCNO,Common Stock,nCino Inc,"nCino, Inc., a software as a service company, provides cloud-based software applications for financial institutions in the United States and internationally. The company is headquartered in Wilmington, North Carolina.",1902733,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"6770 PARKER FARM DRIVE, WILMINGTON, NC, US",January,7/31/23,3726063000,-22550000,None,None,9.13,0,0,-0.64,3.989,-0.162,-0.132,-0.0282,-0.0695,445385000,239046000,-0.64,0,0.177,32.5,-,-,7.76,2.912,7.95,-38.31,0.411,37.25,19.58,30.42,26.96,112911000,None,None
NB,Common Stock,NioCorp Developments Ltd. Common Stock,None,1512228,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,METAL MINING,"7000 S. YOSEMITE STREET, STE. 115, CENTENNIAL, CO, US",June,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,12.52,3.47,0,0,0,None,None
SRCE,Common Stock,1st Source Corporation,"1st Source Corporation is the holding company of 1st Source Bank providing commercial and consumer banking services, trust and wealth advisory services, and insurance to individual and commercial clients. The company is headquartered in South Bend, Indiana.",34782,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"100 NORTH MICHIGAN STREET, SOUTH BEND, IN, US",December,6/30/23,1039114000,None,8.24,2.03,37.31,1.28,0.0309,5.11,14.52,0.355,0.476,0.0155,0.135,358244000,341486000,5.11,0.104,0.089,48.67,8.24,-,3.887,1.614,-,-,0.912,58.38,38.51,44.88,46,24687900,8/11/23,7/31/23
SU,Common Stock,Suncor Energy Inc,"Suncor Energy Inc. is an integrated energy company. The company is headquartered in Calgary, Canada.",311337,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"P.O. BOX 2844, 150 - 6TH AVENUE S.W., CALGARY, AB, CA",December,6/30/23,45021643000,20815000000,10.02,0.07,31.35,2.03,0.0449,3.43,39.28,0.116,0.228,0.0874,0.15,52496998000,35890000000,3.43,-0.495,-0.274,39.39,10.02,5.41,0.742,1.423,0.882,2.416,1.64,35.51,26.91,32.8,31.46,1300420000,9/25/23,8/31/23
SAGA,Common Stock,Sagaliam Acquisition Corp,None,1855351,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"11835 W. OLYMPIC BLVD, SUITE 1150E, LOS ANGELES, CA, US",December,3/31/23,48418200,None,None,None,-1.583,0,0,-0.24,0,0,0,-0.0483,0,0,0,-0.24,0,0,None,-,-,-,1.35,-,-,None,11.72,9.98,11.17,10.76,1471300,None,None
OABI,Common Stock,OmniAb Inc.,None,1846253,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"C/O AVISTA CAPITAL HOLDINGS, LP, 65 EAST 55TH STREET, 18TH FLOOR, NEW YORK, NY, US",December,6/30/23,677259000,-14841000,None,None,2.874,0,0,-0.23,0.706,-0.402,-0.512,-0.0595,-0.0949,66120000,59077000,-0.23,0,-0.035,10.38,-,-,10.2,1.799,11.33,-26.03,None,8.1,1.91,5.32,4.15,116168000,None,None
TAST,Common Stock,Carrols Restaurant Group Inc,"Carrols Restaurant Group, Inc., is a restaurant business in the United States. The company is headquartered in Syracuse, New York.",809248,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,"968 JAMES STREET, SYRACUSE, NY, US",December,6/30/23,340752000,108679000,None,2.79,3.293,0,0,-0.3,35.58,-0.0066,0.0181,0.0127,-0.0702,1819404000,210960000,-0.3,0,0.098,9.25,-,-,0.0454,0.453,0.819,68.8,2.27,7.75,1.31,6.39,4.037,51707000,10/5/21,8/24/21
LLYVK,Common Stock,Liberty Media Corporation Series C Liberty Live Common Stock,"Liberty Live Group is a live entertainment company. The company is headquartered in Englewood, Colorado.",1560385,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"12300 LIBERTY BOULEVARD, ENGLEWOOD, CO, US",None,None,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,39,29.63,0,0,0,None,None
SMBC,Common Stock,Southern Missouri Bancorp Inc,"Southern Missouri Bancorp, Inc. is the banking holding company for Southern Bank providing banking and financial services to individual and corporate clients in the United States. The company is headquartered in Poplar Bluff, Missouri.",916907,NASDAQ,USD,USA,FINANCE,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED","531 VINE ST, POPLAR BLUFF, MO, US",June,6/30/23,449719000,None,10.3,0,39.37,0.84,0.0212,3.85,13.42,0.289,0.395,0.0104,0.102,135888000,135888000,3.85,-0.024,0.304,47.5,10.3,-,3.453,1.401,-,-,0.919,54.69,29.94,43.52,41.93,11336500,8/31/23,8/14/23
SLGC,Common Stock,Somalogic Inc,None,1837412,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,"C/O CORVEX MANAGEMENT LP, 667 MADISON AVENUE, NEW YORK, NY, US",December,6/30/23,425043000,-149435008,None,None,2.739,0,0,-0.78,0.545,-1.392,-1.538,-0.153,-0.252,101389000,-11271000,-0.78,0,0.447,5.63,-,-,4.42,0.753,2.804,-3.557,1.669,3.79,1.925,2.19,2.659,188072000,None,None
MRCY,Common Stock,Mercury Systems Inc,"Mercury Systems, Inc., a technology company, manufactures and sells components, modules, and subsystems in the United States, Europe, and Asia Pacific. The company is headquartered in Andover, Massachusetts.",1049521,NASDAQ,USD,USA,MANUFACTURING,ELECTRONIC COMPONENTS & ACCESSORIES,"201 RIVERNECK ROAD, CHELMSFORD, MA, US",June,6/30/23,2182284000,91069000,None,2.651,27.5,0,0,-0.51,17.22,-0.0291,-0.0064,-0.0017,-0.0183,973882000,316728000,-0.51,0.286,-0.126,42,-,22.83,2.778,1.78,3.296,29.25,0.884,59.13,28.9,37.38,43.55,59301000,None,None
NVNO,Common Stock,enVVeno Medical Corp,None,1661053,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"70 DOPPLER, IRVINE, CA, US",December,6/30/23,47360000,-26005000,None,None,3.042,0,0,-2.3,0,0,0,-0.4,-0.667,0,0,-2.3,0,0,23,-,-,-,1.281,-,-0.598,1.359,6.75,2.51,4.329,4.686,9472000,11/30/20,None
PLUG,Common Stock,Plug Power Inc,"Plug Power Inc. provides turnkey hydrogen fuel cell solutions for the stationary power and electric mobility markets in North America and Europe. The company is headquartered in Latham, New York.",1093691,NASDAQ,USD,USA,MANUFACTURING,ELECTRICAL INDUSTRIAL APPARATUS,"968 ALBANY-SHAKER ROAD, LATHAM, NY, US",December,6/30/23,4556928000,-716643968,None,-0.27,6.21,0,0,-1.45,1.498,-0.952,-0.884,-0.0859,-0.207,879838000,-167555000,-1.45,0,0.72,17.68,-,-,13.08,2.099,10.99,-11.25,1.894,23.45,7.27,9.5,11.24,601972000,None,None
SRZN,Common Stock,Surrozen Inc,None,1824893,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"1 PALMER SQUARE, SUITE 305, PRINCETON, NJ, US",December,6/30/23,16877600,-37509000,None,None,1.801,0,0,-1.15,0.387,0,-3.155,-0.293,-0.522,12500000,0,-1.15,0,0,2.25,-,-,-,0.214,-,1.01,-0.218,2.84,0.343,0.686,0.703,30575400,None,None
LYTS,Common Stock,LSI Industries Inc,"LSI Industries Inc. offers corporate image solutions in the United States, Canada, Mexico, Australia, and Latin America. The company is headquartered in Cincinnati, Ohio.",763532,NASDAQ,USD,USA,MANUFACTURING,ELECTRIC LIGHTING & WIRING EQUIPMENT,"10000 ALLIANCE RD, P O BOX 42728, CINCINNATI, OH, US",June,6/30/23,459200000,46758000,17.9,0.386,6.24,0.2,0.0127,0.89,17.67,0.0518,0.0746,0.0764,0.158,496979000,109208000,0.89,0.497,-0.03,20,17.9,15.27,0.677,2.096,0.842,10.99,1.062,16.6,6.45,14.24,13.29,28826100,9/5/23,8/25/23
LSTR,Common Stock,Landstar System Inc,"Landstar System, Inc. provides integrated transportation management solutions in the United States, Canada, Mexico, and internationally. The company is headquartered in Jacksonville, Florida.",853816,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,TRUCKING (NO LOCAL),"13410 SUTTON PARK DRIVE SOUTH, JACKSONVILLE, FL, US",December,6/30/23,6422920000,501998000,19.03,2.48,27.64,1.2,0.0069,9.39,175.01,0.0536,0.0702,0.143,0.366,6306138000,1509872000,9.39,-0.393,-0.303,190.33,19.03,18.42,0.781,7.08,0.781,9.25,0.915,208.27,139.81,191.99,181.75,35946500,8/25/23,8/9/23
SVRA,Common Stock,Savara Inc,"Savara Inc. is a lung disease orphan company. The company is headquartered in Austin, Texas.",1160308,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"900 S. CAPITAL OF TEXAS HIGHWAY, SUITE 150, AUSTIN, TX, US",December,6/30/23,510954000,-44909000,None,0,0.768,0,0,-0.28,0,0,0,-0.203,-0.398,1000,-28991000,-0.28,0,0,5.5,-,-,131150,1.468,11.91,-1.674,0.884,4.21,1.08,3.672,2.648,135173000,4/28/17,None
NVCT,Common Stock,Nuvectis Pharma Inc,"Nuvectis Pharma, Inc., a biopharmaceutical company, is focused on the development of targeted small molecule therapies for the treatment of cancer. The company is headquartered in Fort Lee, New Jersey.",1875558,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"1 BRIDGE PLAZA, SUITE 275, FORT LEE, NJ, US",December,6/30/23,255023000,None,None,None,1.181,0,0,-1.54,0,0,0,-0.682,-1.403,0,0,-1.54,0,0,20.5,-,-,-,5.4,-,-5.86,None,18.65,6.21,14.93,12.51,17231300,None,None
NAII,Common Stock,Natural Alternatives International,"Natural Alternatives International, Inc. is dedicated to formulating, manufacturing, and marketing nutritional supplements in the United States and internationally. The company is headquartered in Carlsbad, California.",787253,NASDAQ,USD,USA,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,"1185 LINDA VISTA DR, SAN MARCOS, CA, US",June,6/30/23,38663900,8963000,14.43,0,14.62,0,0,0.44,26.27,0.0164,0.0306,0.021,0.0285,154015000,18158000,0.44,-0.331,-0.317,None,14.43,-,0.274,0.532,0.397,4.666,0.645,10.12,5.06,6.63,7.93,6088800,None,None
TTD,Common Stock,Trade Desk Inc,"Trade Desk, Inc. is a technology company in the United States and internationally. The company is headquartered in Ventura, California.",1671933,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","42 N. CHESTNUT STREET, VENTURA, CA, US",December,6/30/23,38308975000,209489000,300.58,1.83,4.227,0,0,0.26,3.544,0.0746,0.085,0.023,0.0672,1732567000,1296672000,0.26,7.7,0.232,88.33,300.58,43.86,15.18,13.03,16.11,629.04,1.717,91.85,39.43,80.36,65.95,446162000,None,None
SYBX,Common Stock,Synlogic Inc,"Synlogic, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of synthetic biotic drugs to treat cancer, inflammatory, and metabolic diseases in the United States. The company is headquartered in Cambridge, Massachusetts.",1527599,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"301 BINNEY STREET, SUITE 402, CAMBRIDGE, MA, US",December,6/30/23,12851900,-65165000,None,None,11.97,0,0,-8.81,0.211,0,-68.01,-0.379,-0.758,993000,1180000,-8.81,0,-0.77,75,-,-,31.17,0.491,7.74,0.354,0.961,3.16,0.234,0.555,0.635,4573600,8/28/17,None
SPRY,Common Stock,Silverback Therapeutics Inc,"ARS Pharmaceuticals, Inc. develops ARS-1, a novel intranasal epinephrine aerosol with absorption technology for patients and their families at risk of severe allergic reactions to food, medication, and insect stings. The company is headquartered in San Diego, California.",1671858,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"500 FAIRVIEW AVENUE NORTH, SUITE 600, SEATTLE, WA, US",December,6/30/23,679491000,-59987000,None,None,2.607,0,0,-0.56,0.003,0,-275.49,-0.247,-0.38,219000,1316000,-0.56,0,-0.978,14,-,-,329.69,-,264.76,-26.57,None,9.65,2.55,6.87,7.12,95568000,None,None
NPAB,Common Stock,New Providence Acquisition II Corp,"New Providence Acquisition Corp. The company is headquartered in Austin, Texas.",1837929,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"6500 RIVERPLACE BOULEVARD, AUSTIN, TX, US",December,6/30/23,122781000,None,66.62,None,-1.015,0,0,0.16,0,0,0,-0.0056,0,0,0,0.16,0,0,None,66.62,-,-,1.279,-,-231.12,None,11.67,9.99,10.56,10.39,8267900,None,None
NXTC,Common Stock,NextCure  Inc,"NextCure, Inc., a clinical-stage biopharmaceutical company, is dedicated to the discovery and development of novel immunomedicines to treat cancer and other diseases related to the immune system by restoring normal immune function. The company is headquartered in Beltsville, Maryland.",1661059,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"9000 VIRGINIA MANOR ROAD, SUITE 200, BELTSVILLE, MD, US",December,6/30/23,39532800,-69297000,None,None,4.972,0,0,-2.45,0,0,0,-0.255,-0.417,0,-54199000,-2.45,0,-1,5,-,-,9.52,0.206,1.623,3.078,0.0767,3.17,1.16,1.684,1.598,27840000,None,None
SBGI,Common Stock,Sinclair Broadcast Group Inc,"Sinclair Broadcast Group, Inc. is a diversified television media company in the United States. The company is headquartered in Hunt Valley, Maryland.",1971213,NASDAQ,USD,USA,TECHNOLOGY,TELEVISION BROADCASTING STATIONS,"10706 BEAVER DAM ROAD, HUNT VALLEY, MD, UNITED STATES",December,6/30/23,679909000,646000000,3.609,0.887,11.13,1,0.0933,3.12,48.95,0.0514,0.111,0.0367,0.268,3344000000,1852000000,3.12,-0.926,-0.082,18.5,3.609,5.05,0.25,1.59,1.117,1.015,1.401,21.28,9.81,12.76,15.63,39649300,9/15/23,8/31/23
TOPS,Common Stock,Top Ships Inc,"Top Ships Inc. owns and operates tankers globally. The company is headquartered in Maroussi, Greece.",1296484,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,"1, VASSILISSIS SOFIAS STR. & MEG., ALEXANDROU STR., 151 24, MAROUSSI, GR",December,3/31/23,145271000,48115000,0.196,0,6.17,0,0,36.5,7.64,0.194,0.407,0.0458,0.0856,82955000,49540000,36.5,-0.57,0.059,3,0.196,-,0.213,0.058,5.25,13.78,0.751,139.2,6.49,8.49,10.25,20346100,8/10/20,4/12/06
SAGE,Common Stock,Sage Therapeutic,"Sage Therapeutics, Inc., a biopharmaceutical company, develops and markets drugs to treat disorders of the central nervous system. The company is headquartered in Cambridge, Massachusetts.",1597553,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,"215 FIRST STREET, CAMBRIDGE, MA, US",December,6/30/23,1240794000,-620086976,None,0.74,16.46,0,0,-9.86,0.174,0,-59.9,-0.289,-0.475,10372000,-319290000,-9.86,0,0.648,25.53,-,-,366.09,1.782,166.95,-2.085,1.145,59.99,16.52,25.22,40.6,59884000,None,None
STRR,Common Stock,Star Equity Holdings Inc,"Star Equity Holdings, Inc. offers healthcare solutions in the United States and internationally. The company is headquartered in Old Greenwich, Connecticut.",707388,NASDAQ,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,"1048 INDUSTRIAL COURT, SUWANEE, GA, US",December,6/30/23,16453900,2084000,None,None,3.161,0,0,-0.15,6.77,0.248,-0.011,-0.0092,-0.0161,104953000,25879000,-0.15,0,-0.471,8,-,4.895,0.133,0.692,0.362,-5.71,0.432,1.59,0.651,1.02,0.941,15521100,6/5/19,8/15/18
LIBY,Common Stock,Liberty Resources Acquisition Corp,Liberty Resources Acquisition Corp. ,1880151,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"78 SW 7TH STREET, SUITE 500, MIAMI, FL, US",December,6/30/23,78605000,None,64.12,None,-1.039,0,0,0.17,0,0,0,-0.005,0,0,0,0.17,9.29,0,None,64.12,-,-,-,-,-,None,11.06,10.03,10.87,10.56,4336500,None,None
TPCS,Common Stock,TechPrecision Corporation Common stock,"TechPrecision Corporation, manufactures and sells precision, fabricated, and machined metal structural components and systems in the United States. The company is headquartered in Westminster, Massachusetts.",1328792,NASDAQ,USD,USA,MANUFACTURING,FABRICATED STRUCTURAL METAL PRODUCTS,"1 BELLA DRIVE, WESTMINSTER, MA, US",March,6/30/23,63434000,420070,None,0,1.633,0,0,-0.11,3.687,-0.0317,-0.0355,-0.0187,-0.0696,31726500,3376600,-0.11,0,0.042,3,-,-,2.008,3.878,2.419,117.04,0.561,10.76,5.44,7.25,6.11,8737400,None,None
TBNK,Common Stock,Territorial Bancorp Inc,"Territorial Bancorp Inc. is the holding company of Territorial Savings Bank providing various financial services to individuals, families and businesses in the state of Hawaii. The company is headquartered in Honolulu, Hawaii.",1447051,NASDAQ,USD,USA,FINANCE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED","1132 BISHOP STREET, SUITE 2200, HONOLULU, HI, US",December,6/30/23,80433000,None,7.27,4.54,29.21,0.92,0.102,1.25,6.15,0.207,0.294,0.0051,0.044,53830000,60272000,1.25,-0.63,-0.237,11.5,7.27,13.77,3.358,0.797,-,-,0.602,24.23,9,10.74,16.32,8848500,8/25/23,8/10/23
OLB,Common Stock,OLB Group Inc,"OLB Group, Inc. is a FinTech company and payments facilitator in the United States. The company is headquartered in New York, New York.",1314196,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-PERSONAL SERVICES,"200 PARK AVENUE, SUITE 1700, NEW YORK, NY, US",December,6/30/23,9891600,-994833,None,None,2.081,0,0,-0.51,1.885,-0.287,-0.281,-0.123,-0.227,28176700,4143000,-0.51,0,-0.003,3,-,-,0.402,0.365,0.387,-23.09,0.955,1.3,0.56,0.84,0.907,15217900,11/12/19,None
